
# Curve 0 of 1, 100 points
# x y type
 35  4.6729e-06  i
 34.6566  0.000561565  i
 34.3131  0.00126847  i
 33.9697  0.00209242  i
 33.6263  0.00300846  i
 33.2828  0.00399841  i
 32.9394  0.00504957  i
 32.596  0.00615341  i
 32.2525  0.00730433  i
 31.9091  0.00849853  i
 31.5657  0.00973306  i
 31.2222  0.011005  i
 30.8788  0.0123112  i
 30.5354  0.0136475  i
 30.1919  0.015009  i
 29.8485  0.01639  i
 29.5051  0.0177843  i
 29.1616  0.0191849  i
 28.8182  0.0205848  i
 28.4747  0.0219772  i
 28.1313  0.0233554  i
 27.7879  0.024713  i
 27.4444  0.0260444  i
 27.101  0.0273444  i
 26.7576  0.0286084  i
 26.4141  0.0298325  i
 26.0707  0.0310132  i
 25.7273  0.0321471  i
 25.3838  0.0332315  i
 25.0404  0.0342638  i
 24.697  0.0352413  i
 24.3535  0.0361618  i
 24.0101  0.0370228  i
 23.6667  0.0378223  i
 23.3232  0.038558  i
 22.9798  0.0392281  i
 22.6364  0.0398308  i
 22.2929  0.0403647  i
 21.9495  0.0408285  i
 21.6061  0.0412217  i
 21.2626  0.0415436  i
 20.9192  0.0417946  i
 20.5758  0.041975  i
 20.2323  0.042086  i
 19.8889  0.0421291  i
 19.5455  0.0421065  i
 19.202  0.0420206  i
 18.8586  0.0418746  i
 18.5152  0.041672  i
 18.1717  0.0414168  i
 17.8283  0.0411135  i
 17.4848  0.0407669  i
 17.1414  0.0403822  i
 16.798  0.0399651  i
 16.4545  0.0395214  i
 16.1111  0.0390574  i
 15.7677  0.0385794  i
 15.4242  0.038094  i
 15.0808  0.0376078  i
 14.7374  0.0371276  i
 14.3939  0.03666  i
 14.0505  0.0362114  i
 13.7071  0.0357882  i
 13.3636  0.0353963  i
 13.0202  0.0350412  i
 12.6768  0.0347277  i
 12.3333  0.0344602  i
 11.9899  0.0342419  i
 11.6465  0.0340752  i
 11.303  0.0339611  i
 10.9596  0.0338994  i
 10.6162  0.033888  i
 10.2727  0.0339232  i
 9.92929  0.0339992  i
 9.58586  0.0341076  i
 9.24242  0.0342381  i
 8.89899  0.0343774  i
 8.55556  0.0345097  i
 8.21212  0.0346165  i
 7.86869  0.034677  i
 7.52525  0.0346678  i
 7.18182  0.034564  i
 6.83838  0.034339  i
 6.49495  0.033966  i
 6.15152  0.0334182  i
 5.80808  0.0326704  i
 5.46465  0.0316995  i
 5.12121  0.0304863  i
 4.77778  0.0290164  i
 4.43434  0.0272812  i
 4.09091  0.0252792  i
 3.74747  0.0230168  i
 3.40404  0.020509  i
 3.06061  0.0177805  i
 2.71717  0.0148666  i
 2.37374  0.011816  i
 2.0303  0.00869429  i
 1.68687  0.00559155  i
 1.34343  0.002635  i
 1  9.34579e-06  i

