
# Curve 0 of 1, 100 points
# x y type
 35  4.6729e-06  i
 34.6566  0.000333457  i
 34.3131  0.00078273  i
 33.9697  0.00133511  i
 33.6263  0.00197332  i
 33.2828  0.00268159  i
 32.9394  0.00344628  i
 32.596  0.00425613  i
 32.2525  0.00510218  i
 31.9091  0.00597761  i
 31.5657  0.00687755  i
 31.2222  0.00779876  i
 30.8788  0.00873939  i
 30.5354  0.0096987  i
 30.1919  0.0106768  i
 29.8485  0.0116744  i
 29.5051  0.0126926  i
 29.1616  0.0137324  i
 28.8182  0.0147951  i
 28.4747  0.0158815  i
 28.1313  0.0169918  i
 27.7879  0.0181259  i
 27.4444  0.019283  i
 27.101  0.0204614  i
 26.7576  0.0216586  i
 26.4141  0.0228714  i
 26.0707  0.0240959  i
 25.7273  0.0253272  i
 25.3838  0.02656  i
 25.0404  0.0277882  i
 24.697  0.0290054  i
 24.3535  0.0302046  i
 24.0101  0.0313787  i
 23.6667  0.0325206  i
 23.3232  0.033623  i
 22.9798  0.0346789  i
 22.6364  0.0356813  i
 22.2929  0.0366238  i
 21.9495  0.0375004  i
 21.6061  0.0383055  i
 21.2626  0.0390344  i
 20.9192  0.0396828  i
 20.5758  0.0402473  i
 20.2323  0.0407252  i
 19.8889  0.0411146  i
 19.5455  0.0414145  i
 19.202  0.0416245  i
 18.8586  0.0417451  i
 18.5152  0.0417777  i
 18.1717  0.0417242  i
 17.8283  0.0415874  i
 17.4848  0.0413708  i
 17.1414  0.0410785  i
 16.798  0.0407153  i
 16.4545  0.0402864  i
 16.1111  0.0397979  i
 15.7677  0.0392559  i
 15.4242  0.0386676  i
 15.0808  0.03804  i
 14.7374  0.0373811  i
 14.3939  0.0366987  i
 14.0505  0.0360012  i
 13.7071  0.0352973  i
 13.3636  0.0345958  i
 13.0202  0.0339058  i
 12.6768  0.0332364  i
 12.3333  0.0325969  i
 11.9899  0.0319966  i
 11.6465  0.0314448  i
 11.303  0.0309507  i
 10.9596  0.0305236  i
 10.6162  0.0301725  i
 10.2727  0.0299062  i
 9.92929  0.029733  i
 9.58586  0.0296613  i
 9.24242  0.0296986  i
 8.89899  0.0298518  i
 8.55556  0.0301269  i
 8.21212  0.030529  i
 7.86869  0.0310614  i
 7.52525  0.0317254  i
 7.18182  0.0325197  i
 6.83838  0.0334395  i
 6.49495  0.0344753  i
 6.15152  0.0356118  i
 5.80808  0.036826  i
 5.46465  0.0380851  i
 5.12121  0.0393443  i
 4.77778  0.0405432  i
 4.43434  0.041602  i
 4.09091  0.0424173  i
 3.74747  0.0428558  i
 3.40404  0.0427482  i
 3.06061  0.0418799  i
 2.71717  0.0399821  i
 2.37374  0.0367186  i
 2.0303  0.0316714  i
 1.68687  0.0243221  i
 1.34343  0.0140294  i
 1  0  i

