
# Curve 0 of 1, 100 points
# x y type
 35  0  i
 34.6566  0.000643911  i
 34.3131  0.00148237  i
 33.9697  0.00245459  i
 33.6263  0.00351946  i
 33.2828  0.00465002  i
 32.9394  0.00582954  i
 32.596  0.00704861  i
 32.2525  0.00830296  i
 31.9091  0.00959178  i
 31.5657  0.0109163  i
 31.2222  0.012279  i
 30.8788  0.0136821  i
 30.5354  0.0151277  i
 30.1919  0.0166169  i
 29.8485  0.0181494  i
 29.5051  0.0197233  i
 29.1616  0.0213354  i
 28.8182  0.0229806  i
 28.4747  0.0246526  i
 28.1313  0.0263436  i
 27.7879  0.0280447  i
 27.4444  0.0297462  i
 27.101  0.0314377  i
 26.7576  0.0331084  i
 26.4141  0.0347474  i
 26.0707  0.0363441  i
 25.7273  0.0378882  i
 25.3838  0.0393699  i
 25.0404  0.0407804  i
 24.697  0.0421117  i
 24.3535  0.0433568  i
 24.0101  0.04451  i
 23.6667  0.0455665  i
 23.3232  0.0465229  i
 22.9798  0.0473769  i
 22.6364  0.0481271  i
 22.2929  0.0487734  i
 21.9495  0.0493166  i
 21.6061  0.0497581  i
 21.2626  0.0501002  i
 20.9192  0.0503459  i
 20.5758  0.0504985  i
 20.2323  0.0505619  i
 19.8889  0.0505399  i
 19.5455  0.050437  i
 19.202  0.0502574  i
 18.8586  0.0500053  i
 18.5152  0.0496852  i
 18.1717  0.0493009  i
 17.8283  0.0488565  i
 17.4848  0.0483556  i
 17.1414  0.0478016  i
 16.798  0.0471975  i
 16.4545  0.0465463  i
 16.1111  0.0458504  i
 15.7677  0.0451121  i
 15.4242  0.0443336  i
 15.0808  0.0435166  i
 14.7374  0.0426632  i
 14.3939  0.041775  i
 14.0505  0.040854  i
 13.7071  0.0399022  i
 13.3636  0.0389218  i
 13.0202  0.0379151  i
 12.6768  0.0368849  i
 12.3333  0.0358342  i
 11.9899  0.0347661  i
 11.6465  0.033684  i
 11.303  0.0325917  i
 10.9596  0.0314926  i
 10.6162  0.0303903  i
 10.2727  0.0292883  i
 9.92929  0.0281896  i
 9.58586  0.0270967  i
 9.24242  0.0260118  i
 8.89899  0.024936  i
 8.55556  0.0238699  i
 8.21212  0.0228129  i
 7.86869  0.0217639  i
 7.52525  0.0207206  i
 7.18182  0.0196799  i
 6.83838  0.0186382  i
 6.49495  0.0175913  i
 6.15152  0.0165348  i
 5.80808  0.0154642  i
 5.46465  0.0143757  i
 5.12121  0.013266  i
 4.77778  0.012133  i
 4.43434  0.0109763  i
 4.09091  0.00979738  i
 3.74747  0.00860028  i
 3.40404  0.00739177  i
 3.06061  0.00618192  i
 2.71717  0.00498463  i
 2.37374  0.00381809  i
 2.0303  0.0027055  i
 1.68687  0.00167588  i
 1.34343  0.000765281  i
 1  1.86916e-05  i

